status,source_file,producer,item,ano_raw,qty_total,rows_count,locations,best_pod,best_descripcion,best_score,best_margin,best_producer_score,pais_sugerido,region_sugerida,tipo_sugerido,uva_sugerida,clima_sugerido,suelo_sugerido
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Michel Lafarge,Bourgogne,2022,3,1,CAVA 4 · BALDA 7 · IZQ,POD_TEMP_1021,Michel Lafarge Tinto 2022,0.6494,0.0,1.0,Francia,Borgoña,Tinto,Pinot Noir,Continental.,Calcário e marga.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Michel Noëllat,Clos de Vougeot,2015,2,1,CAVA 5 · BALDA 1 · CEN,POD012269,Mg Michel Noellat Echezeaux 16-,0.62,0.0335,1.0,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Pacalet,Clos de Vougeot (Grand Cru),2023,2,1,CAVA 5 · BALDA 3 · DER,POD019369,Pacalet Clos de Vougeot 23-,0.688,0.0803,0.6087,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Pacalet,Nuits-Saint-Georges,2023,3,1,CAVA 5 · BALDA 1 · DER,POD019214,Pacalet Nuits St Georges 23-,0.7187,0.173,0.6087,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Pacalet,Vosne-Romanée 1er Cru Les Chaumes,2023,2,2,CAVA 4 · BALDA 8 · DER / CAVA 5 · BALDA 1 · DER,POD019223,Pacalet Vosne Romanee 23-,0.6267,0.0469,0.6087,Francia,Borgoña,Tinto,Pinot Noir,Continental.,Calcário e marga.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Pierre Damoy,Chambertin Clos de Bèze (Grand Cru),2018,1,1,CAVA 5 · BALDA 7 · DER,POD010029,Perrot Minot Chambertin Clos de Beze 19-,0.575,0.0256,0.5833,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Pierre Morey,Volnay 1er Cru Pitures,2023,3,1,CAVA 4 · BALDA 3 · IZQ,POD019409,Pierre Morey Pulig Champ Gain 23-,0.6867,0.0348,1.0,Francia,Borgoña,Blanco,Chardonnay,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Prieuré Roch,Chambertin (Grand Cru),2022,4,1,CAVA 5 · BALDA 5 · B,POD017733,P Roch SLB Dessus Gollardes 22-,0.732,0.0032,1.0,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Prieuré Roch,Latricières-Chambertin (Grand Cru),2021,5,1,CAVA 5 · BALDA 4 · IZQ,POD017727,Prieure Roch Chamber Cl Beze 22-,0.7143,0.0193,1.0,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Prieuré Roch,Vin de France,2022,3,1,CAVA 5 · BALDA 7 · IZQ,POD017727,Prieure Roch Chamber Cl Beze 22-,0.7132,0.0115,1.0,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,Prieuré Roch,Vosne-Romanée,2020,1,1,CAVA 5 · BALDA 2 · CEN,POD010092,Prieure Roch NSG Clos Corvees 20-,0.71,0.0144,1.0,Francia,Borgoña,Tinto,Pinot Noir,Continental.,Calcário e marga.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,de Eugénie,Clos de Vougeot (Grand Cru),2021,2,1,CAVA 5 · BALDA 6 · IZQ,POD016345,D´Eugenie Clos Vougeot 21-,0.6951,0.1414,0.7407,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,des Lambrays,Morey-Saint-Denis 1er Cru Clos Baulet,2022,5,2,CAVA 4 · BALDA 1 · IZQ / CAVA 4 · BALDA 5 · B,POD017472,D Lambrays MSD Baulet 22-,0.6568,0.0118,0.75,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,des Lambrays,Morey-Saint-Denis 1er Cru Clos Sorbè,2022,6,2,CAVA 4 · BALDA 1 · IZQ / CAVA 4 · BALDA 5 · C,POD017473,D Lambrays MSD Clos Sorbe 22-,0.69,0.15,0.75,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,des Perdrix,Nuits-Saint-Georges 1er Cru Aux Perdrix,2022,3,1,CAVA 4 · BALDA 2 · CEN,POD012539,Domaine Perdrix NSG 1C Aux Perdrix 22-,0.6948,0.1456,0.7333,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,des Perdrix,Nuits-Saint-Georges 1er Cru Aux Perdrix,2023,2,1,CAVA 4 · BALDA 2 · CEN,POD012539,Domaine Perdrix NSG 1C Aux Perdrix 22-,0.6248,0.0056,0.7333,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,222 borgoña_tintos.pdf,des Perdrix,Échezeaux (Grand Cru),2023,3,1,CAVA 5 · BALDA 4 · DER,POD019308,Domaine Perdrix Echezeaux 23-,0.6495,0.0446,0.7333,Francia,Borgoña,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,italia.pdf,Caciorgna,Etna Rosso ‘Ciauria’,2024,4,1,CAVA 9 · BALDA 7 · DER,POD012581,Pietro Caciorgna Etna Rosso Ciauria 22-,0.6517,0.205,0.72,Italia,Sicilia,Tinto,Nerello Mascalese,Mediterrâneo com altitude vulcânica.,Vulcânico basáltico.
revisao_manual_obrigatoria,italia.pdf,Cascina delle Rose,Barbera d’Alba ‘Donna Elena’,2022,3,1,CAVA 9 · BALDA 3 · DER,POD018409,Cascina Rose Barb Rio Sordo 22-,0.7173,0.0139,1.0,Italia,Piamonte,Tinto,Barbera,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,italia.pdf,Falletto,Barbera d’Alba,2022,3,1,CAVA 9 · BALDA 1 · IZQ,POD011992,Vietti Barbera d'Alba Scarrone 21-,0.52,0.088,0.4286,Italia,Piamonte,Tinto,Barbera,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,italia.pdf,Le Macchiole,Bolgheri Rosso,2022,3,1,CAVA 9 · BALDA 8 · CEN,POD_TEMP_1096,Le Macchiole Tinto 2022,0.6916,0.1932,1.0,Italia,Toscana,Tinto,"Merlot, Cabernet Franc, Syrah",Mediterrâneo moderado pelo mar.,"Argila, calcário e cascalho."
revisao_manual_obrigatoria,italia.pdf,Ornellaia,Bolgheri,2019,3,1,CAVA 11 · BALDA 3 · DER,POD009229,Ornellaia 20-,0.635,0.0592,1.0,Italia,Toscana,Tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",Mediterrâneo moderado pelo mar.,"Argila, calcário e cascalho."
revisao_manual_obrigatoria,italia.pdf,Ornellaia,Bolgheri,2021,1,1,CAVA 11 · BALDA 4 · DER,POD012491,Ornellaia 21-,0.705,0.07,1.0,Italia,Toscana,Tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",Mediterrâneo moderado pelo mar.,"Argila, calcário e cascalho."
revisao_manual_obrigatoria,italia.pdf,Ornellaia,Bolgheri,2022,2,1,CAVA 11 · BALDA 4 · CEN,POD012491,Ornellaia 21-,0.635,0.07,1.0,Italia,Toscana,Tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",Mediterrâneo moderado pelo mar.,"Argila, calcário e cascalho."
revisao_manual_obrigatoria,resto_francia.pdf,Antoine Sanzay,Saumur-Champigny ‘Les Poyeux’,2022,5,1,CAVA 6 · BALDA 3 · IZQ,POD019764,Antoine Sanzay Saumur Les Poyeux 20-,0.6768,0.1761,1.0,Francia,Loira,Tinto,Cabernet Franc,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia.pdf,Château Rayas,Châteauneuf-du-Pape,2010,1,1,CAVA 6 · BALDA 4 · E,POD009898,Chateau Rayas TO 2010-,0.7725,0.0025,1.0,Francia,Ródano,Tinto,Garnacha,Mediterrâneo quente.,Galets e argila.
revisao_manual_obrigatoria,resto_francia.pdf,Château des Tours,Vin de Pays de Vaucluse,2019,3,1,CAVA 6 · BALDA 1 · DER,POD011715,Chateau des Tours Cotes du Rhone 19-,0.7097,0.1214,1.0,Francia,Ródano,Tinto,"Garnacha, Syrah, Mourvèdre",Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia.pdf,Château des Tours,Vin de Pays de Vaucluse,2020,5,1,CAVA 6 · BALDA 1 · IZQ,POD016430,Domaine des Tours Vaucluse 20 BL-,0.6583,0.0,0.7059,Francia,Ródano,Blanco,"Garnacha Blanca, Clairette, Bourboulenc",Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia.pdf,Henri Bonneau,Châteauneuf-du-Pape ‘Cuvée Marie Beurrier’,2016,5,1,CAVA 6 · BALDA 4 · B,POD016703,Henri Bonneau Chneuf-du-Pape R des Celestins 16-,0.6884,0.1809,0.7647,Francia,Ródano,Tinto,Garnacha,Mediterrâneo quente.,Galets e argila.
revisao_manual_obrigatoria,resto_francia.pdf,M. Chapoutier,Châteauneuf-du-Pape ‘Barbe Rac’,2008,3,1,CAVA 6 · BALDA 4 · D,POD011828,Chapoutier Ermitage L'Ermite Rg 07-,0.6742,0.1182,1.0,Francia,Ródano,Tinto,Syrah,Mediterrâneo quente.,Galets e argila.
revisao_manual_obrigatoria,resto_francia.pdf,M. Chapoutier,Côte-Rôtie ‘Vieilles Vignes’,2022,2,1,CAVA 6 · BALDA 5 · CEN,POD017826,Chapoutier Les Granits TO 22-,0.6976,0.0132,0.8276,Francia,Ródano,Tinto,Syrah,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia_italia_blancos.pdf,COS,Pithos Bianco,2023,2,1,CAVA 10 · BALDA 7 · DER,POD019652,Cos Rami Grillo e Insolia 23-,0.6798,0.2189,1.0,Italia,Sicilia,Blanco,Grillo,Mediterrâneo quente.,Calcário e vulcânico.
revisao_manual_obrigatoria,resto_francia_italia_blancos.pdf,Château Fuissé,Tête de Cuvée,2022,1,1,CAVA 10 · BALDA 4 · D,POD013339,Chateau Fuisse Pouilly Fuisse 22-,0.69,0.0757,1.0,Francia,Borgoña,Blanco,Chardonnay,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia_italia_blancos.pdf,Marchesi di Barolo,Roero Arneis,2023,3,1,CAVA 10 · BALDA 7 · DER,POD019793,Marchesi di Barolo 23-,0.6791,0.1892,1.0,Italia,Piamonte,Tinto,Nebbiolo,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia_italia_blancos.pdf,Tenuta delle Terre Nere,Calderara Sottana (Blanc),2023,1,1,CAVA 10 · BALDA 6 · CEN,POD018790,Terre Nere Calderara Sott BL 23-,0.6379,0.02,0.6061,Italia,Sicilia,Blanco,Carricante,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,resto_francia_italia_blancos.pdf,Trimbach,Riesling,2017,1,1,CAVA 10 · BALDA 1 · IZQ,POD012872,Trimbach Cuvée Fréderic Émile 17-,0.66,0.0314,1.0,Francia,Alsacia,Blanco,Riesling,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Kongsgaard,Syrah – Napa Valley,2020,3,1,CAVA 2 · BALDA 1,POD018349,Kongsgaard Syrah 20-,0.72,0.0183,1.0,Estados Unidos,California,Tinto,Syrah,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Kongsgaard,Syrah – Napa Valley,2022,3,1,CAVA 2 · BALDA 1,POD018350,Kongsgaard Syrah 22-,0.72,0.0183,1.0,Estados Unidos,California,Tinto,Syrah,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Promontory,Napa Valley,2015,3,1,CAVA 3 · BALDA 1,POD016544,Promontory 15-,0.645,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Promontory,Napa Valley,2016,2,1,CAVA 3 · BALDA 4,POD017813,Promontory 16-,0.645,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Promontory,Napa Valley,2018,3,1,CAVA 3 · BALDA 1,POD018702,Promontory 18-,0.645,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Promontory,Napa Valley,2019,3,1,CAVA 3 · BALDA 1,POD018703,Promontory 19-,0.645,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Racines,Bentrock – Sta. Rita Hills Chardonnay,2019,5,1,CAVA 8 · BALDA 2 · CEN,POD016490,Racines Bentrock Vineyard Chardonnay 19-,0.7307,0.0037,0.7368,Estados Unidos,California,Blanco,Chardonnay,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Racines,"La Rinconada Vineyard – Lompoc, CA",2019,3,1,CAVA 3 · BALDA 2,POD016492,Racines La Rinconada Pinot Noir 19-,0.6949,0.0297,0.7368,Estados Unidos,California,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Racines,"La Rinconada Vineyard – Lompoc, CA",2020,1,1,CAVA 3 · BALDA 2,POD016492,Racines La Rinconada Pinot Noir 19-,0.6249,0.0219,0.7368,Estados Unidos,California,Tinto,Pinot Noir,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Racines,"La Rinconada Vineyard – Lompoc, CA",2022,3,1,CAVA 3 · BALDA 2,POD016399,Racines Santa Rita Hills Chardonnay 22-,0.7135,0.013,1.0,Estados Unidos,California,Blanco,Chardonnay,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Screaming Eagle,"Cabernet Sauvignon – Oakville, Napa Valley",2011,3,1,CAVA 4 · BALDA 1,POD015792,Screaming Eagle 11-,0.6963,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",Preferência por clima fresco.,Sílex/calcário/granito.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Screaming Eagle,"Cabernet Sauvignon – Oakville, Napa Valley",2012,2,1,CAVA 4 · BALDA 1,POD015791,Screaming Eagle 12-,0.6963,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",Preferência por clima fresco.,Sílex/calcário/granito.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Screaming Eagle,"Cabernet Sauvignon – Oakville, Napa Valley",2013,3,1,CAVA 4 · BALDA 1,POD015790,Screaming Eagle 13-,0.6963,0.07,1.0,Estados Unidos,California,Tinto,"Cabernet Sauvignon, Merlot, Cabernet Franc",Preferência por clima fresco.,Sílex/calcário/granito.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Screaming Eagle,"Cabernet Sauvignon – Oakville, Napa Valley",2019,3,1,CAVA 4 · BALDA 2,POD015787,Screaming Eagle Sauvignon Blanc 20-,0.7096,0.0133,1.0,Estados Unidos,California,Blanco,Sauvignon Blanc,Preferência por clima fresco.,Sílex/calcário/granito.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Screaming Eagle,"Cabernet Sauvignon – Oakville, Napa Valley",2021,3,1,CAVA 4 · BALDA 3,POD015787,Screaming Eagle Sauvignon Blanc 20-,0.7096,0.0133,1.0,Estados Unidos,California,Blanco,Sauvignon Blanc,Preferência por clima fresco.,Sílex/calcário/granito.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Shannon,Mount Bullet – South Africa,2020,6,1,CAVA 10 · BALDA 2 · IZQ,POD018201,Shannon Mount Bulet Merlot 20-,0.645,0.1954,0.5833,Sudáfrica,Central Coast,Tinto,Merlot,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Sine Qua Non,Syrah – California,2013,2,1,CAVA 6 · BALDA 1,POD016890,Sine Qua Non Male Syrah 13-,0.6986,0.0206,1.0,Estados Unidos,California,Tinto,Syrah,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
revisao_manual_obrigatoria,usa_y_sudafrica_TO.pdf,Sine Qua Non,Touché Syrah,2012,2,1,CAVA 7 · BALDA 1 · IZQ,POD016887,Sine Qua Non Stock Syrah 12-,0.7777,0.0224,1.0,Estados Unidos,California,Tinto,Syrah,Usar mapeamento atual da região no app.,Usar mapeamento atual da região no app.
